N,Same-T
872500000,458332645
873000000,458601092
873500000,458861761
874000000,459124530
874500000,459390036
875000000,459645088
875500000,459907152
876000000,460176830
876500000,460442523
877000000,460703243
877500000,460968037
878000000,461229537
878500000,461491887
879000000,461755325
879500000,462028525
880000000,462297683
880500000,462563128
881000000,462835675
881500000,463103813
882000000,463370915
882500000,463636670
883000000,463901079
883500000,464163524
884000000,464426430
884500000,464695745
885000000,464963055
885500000,465228591
886000000,465492536
886500000,465761379
887000000,466020598
887500000,466281764
888000000,466547213
888500000,466815433
889000000,467075155
889500000,467345124
890000000,467611773
890500000,467873990
891000000,468143061
891500000,468421819
892000000,468689563
892500000,468953984
893000000,469227173
893500000,469497074
894000000,469763610
894500000,470025883
895000000,470296148
895500000,470554522
896000000,470818461
896500000,471082562
897000000,471345843
897500000,471612084
898000000,471879833
898500000,472152461
899000000,472417034
899500000,472677048
900000000,472943189
900500000,473205398
901000000,473472480
901500000,473736863
902000000,474009951
902500000,474272027
903000000,474538387
903500000,474806055
904000000,475078716
904500000,475344336
905000000,475610291
905500000,475877448
906000000,476144601
906500000,476405371
907000000,476670984
907500000,476935762
908000000,477195341
908500000,477461424
909000000,477722888
909500000,477981758
910000000,478246942
910500000,478518959
911000000,478782459
911500000,479045566
912000000,479305811
912500000,479569648
913000000,479836027
913500000,480104267
914000000,480371820
914500000,480649903
915000000,480911582
915500000,481178748
916000000,481442784
916500000,481706631
917000000,481969523
917500000,482232251
918000000,482497698
918500000,482761570
919000000,483025058
919500000,483291183
920000000,483554774
920500000,483813829
921000000,484081463
921500000,484342198
922000000,484599828
922500000,484862167
923000000,485135094
923500000,485399975
924000000,485662003
924500000,485922893
925000000,486184703
925500000,486450436
926000000,486713837
926500000,486983181
927000000,487258198
927500000,487522030
928000000,487793623
928500000,488063685
929000000,488329976
929500000,488593737
930000000,488860620
930500000,489125928
931000000,489386694
931500000,489653662
932000000,489920655
932500000,490188436
933000000,490450433
933500000,490715823
934000000,490979231
934500000,491235956
935000000,491499589
935500000,491765223
936000000,492033620
936500000,492293547
937000000,492561322
937500000,492829010
938000000,493087614
938500000,493356581
939000000,493624436
939500000,493901305
940000000,494164984
940500000,494434157
941000000,494707108
941500000,494977158
942000000,495241854
942500000,495508530
943000000,495773667
943500000,496036413
944000000,496299260
944500000,496566100
945000000,496833051
945500000,497098851
946000000,497363470
946500000,497638774
947000000,497902200
947500000,498162046
948000000,498426700
948500000,498691504
949000000,498960271
949500000,499221896
950000000,499492855
950500000,499760276
951000000,500023873
951500000,500290183
952000000,500569179
952500000,500839001
953000000,501104392
953500000,501373148
954000000,501639414
954500000,501906788
955000000,502168247
955500000,502432958
956000000,502698523
956500000,502957597
957000000,503221801
957500000,503485395
958000000,503746014
958500000,504011080
959000000,504282393
959500000,504547700
960000000,504813342
960500000,505074058
961000000,505334888
961500000,505599696
962000000,505867422
962500000,506134083
963000000,506405702
963500000,506678847
964000000,506942559
964500000,507205395
965000000,507472033
965500000,507737197
966000000,508001460
966500000,508266420
967000000,508532272
967500000,508799520
968000000,509061167
968500000,509327778
969000000,509591569
969500000,509852258
970000000,510116077
970500000,510384667
971000000,510642138
971500000,510902075
972000000,511169767
972500000,511438796
973000000,511703340
973500000,511965635
974000000,512225342
974500000,512489237
975000000,512757875
975500000,513023678
976000000,513288915
976500000,513571049
977000000,513833765
977500000,514106011
978000000,514372518
978500000,514636464
979000000,514902633
979500000,515169468
980000000,515431906
980500000,515697011
981000000,515958320
981500000,516226311
982000000,516494511
982500000,516758090
983000000,517018708
983500000,517284547
984000000,517546402
984500000,517802829
985000000,518066271
985500000,518335332
986000000,518600433
986500000,518863437
987000000,519126337
987500000,519392320
988000000,519652406
988500000,519918359
989000000,520183742
989500000,520459152
990000000,520727298
990500000,520993467
991000000,521265121
991500000,521536587
992000000,521803988
992500000,522068681
993000000,522336062
993500000,522599676
994000000,522863696
994500000,523126757
995000000,523395432
995500000,523665890
996000000,523930819
996500000,524194138
997000000,524466167
997500000,524731999
998000000,524990917
998500000,525254926
999000000,525519953
999500000,525786773
1000000000,526051204
